issue_id,issue_type,status,priority,assignee_id,assignee_name,assignee_email,created_at,resolved_at,resolution_hours,sla_expected_hours,is_sla_met
JIRA-0605,Task,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-02-09 07:57:18+00:00,2025-02-09 16:57:18+00:00,0.0,24,True
JIRA-0606,Bug,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-01-23 21:35:23+00:00,2025-01-28 22:35:23+00:00,73.0,120,True
JIRA-0607,Task,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-05-26 08:44:58+00:00,2025-05-28 07:44:58+00:00,47.0,72,True
JIRA-0609,Task,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-08 01:47:01+00:00,2026-01-08 20:47:01+00:00,19.0,72,True
JIRA-0611,Task,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-16 04:03:54+00:00,2025-01-21 05:03:54+00:00,73.0,120,True
JIRA-0612,Task,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-25 05:15:38+00:00,2025-10-01 13:15:38+00:00,104.0,120,True
JIRA-0614,Story,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-08-07 04:57:52+00:00,2025-08-07 09:57:52+00:00,5.0,24,True
JIRA-0615,Bug,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-06-30 19:00:01+00:00,2025-07-02 03:00:01+00:00,32.0,72,True
JIRA-0616,Task,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-02-13 10:12:46+00:00,2025-02-16 18:12:46+00:00,38.0,120,True
JIRA-0617,Story,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-05-15 22:13:37+00:00,2025-05-17 08:13:37+00:00,26.0,72,True
JIRA-0618,Story,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-10-06 16:12:08+00:00,2025-10-10 07:12:08+00:00,87.0,72,False
JIRA-0619,Story,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-04-21 08:58:43+00:00,2025-04-24 08:58:43+00:00,56.0,120,True
JIRA-0621,Bug,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-01-16 11:29:04+00:00,2025-01-17 07:29:04+00:00,20.0,24,True
JIRA-0622,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-06 11:34:05+00:00,2025-06-07 15:34:05+00:00,13.0,72,True
JIRA-0623,Bug,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-09 08:07:57+00:00,2025-09-09 13:07:57+00:00,5.0,24,True
JIRA-0624,Task,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-04-21 00:35:49+00:00,2025-04-23 04:35:49+00:00,28.0,120,True
JIRA-0625,Task,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-11-04 06:26:08+00:00,2025-11-05 04:26:08+00:00,22.0,24,True
JIRA-0626,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-05-03 08:05:06+00:00,2025-05-06 03:05:06+00:00,27.0,72,True
JIRA-0628,Bug,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-21 21:35:27+00:00,2025-10-26 03:35:27+00:00,75.0,120,True
JIRA-0629,Bug,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-11-01 03:58:46+00:00,2025-11-02 07:58:46+00:00,0.0,24,True
JIRA-0630,Bug,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-06-21 13:47:09+00:00,2025-06-22 13:47:09+00:00,0.0,24,True
JIRA-0633,Task,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-07-13 19:46:43+00:00,2025-07-14 21:46:43+00:00,21.0,24,True
JIRA-0634,Task,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-01-01 23:52:57+00:00,2025-01-02 17:52:57+00:00,17.0,72,True
JIRA-0635,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-05-10 04:46:23+00:00,2025-05-15 13:46:23+00:00,85.0,120,True
JIRA-0636,Story,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-03-20 18:45:55+00:00,2025-03-23 19:45:55+00:00,30.0,72,True
JIRA-0637,Task,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-12-17 12:36:26+00:00,2025-12-19 06:36:26+00:00,42.0,120,True
JIRA-0638,Bug,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-03-23 08:12:59+00:00,2025-03-23 14:12:59+00:00,0.0,24,True
JIRA-0640,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2026-01-10 22:51:57+00:00,2026-01-11 13:51:57+00:00,0.0,72,True
JIRA-0641,Bug,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-12-04 06:04:54+00:00,2025-12-04 15:04:54+00:00,9.0,24,True
JIRA-0642,Story,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-05-28 13:33:47+00:00,2025-05-31 05:33:47+00:00,59.0,72,True
JIRA-0643,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-07 15:58:13+00:00,2025-08-11 19:58:13+00:00,52.0,120,True
JIRA-0644,Task,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-17 07:56:21+00:00,2026-01-17 15:56:21+00:00,0.0,24,True
JIRA-0645,Task,Done,High,u005,Adyna,adyna@fasttrack.com,2025-08-17 18:47:58+00:00,2025-08-19 00:47:58+00:00,24.0,24,True
JIRA-0647,Task,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2026-01-03 19:59:48+00:00,2026-01-04 21:59:48+00:00,0.0,72,True
JIRA-0648,Task,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-07-25 20:02:24+00:00,2025-07-26 19:02:24+00:00,4.0,72,True
JIRA-0649,Task,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-10-24 06:39:13+00:00,2025-10-24 21:39:13+00:00,15.0,24,True
JIRA-0650,Task,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-12-28 05:18:31+00:00,2025-12-28 17:18:31+00:00,0.0,24,True
JIRA-0652,Story,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-11-18 13:16:13+00:00,2025-11-22 04:16:13+00:00,59.0,72,True
JIRA-0653,Story,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-11-22 03:52:02+00:00,2025-11-23 00:52:02+00:00,0.0,24,True
JIRA-0654,Story,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-03-03 07:49:43+00:00,2025-03-03 23:49:43+00:00,0.0,24,True
JIRA-0655,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-04-25 12:37:24+00:00,2025-04-27 18:37:24+00:00,12.0,120,True
JIRA-0656,Task,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-30 16:40:28+00:00,2025-05-31 00:40:28+00:00,8.0,24,True
JIRA-0657,Story,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-12-05 04:19:06+00:00,2025-12-05 14:19:06+00:00,10.0,24,True
JIRA-0658,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-02-22 01:11:36+00:00,2025-02-23 00:11:36+00:00,0.0,72,True
JIRA-0659,Bug,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-08-03 12:45:23+00:00,2025-08-06 18:45:23+00:00,66.0,72,True
JIRA-0660,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-11-22 21:47:45+00:00,2025-11-25 01:47:45+00:00,25.0,120,True
JIRA-0661,Bug,Done,High,u005,Adyna,adyna@fasttrack.com,2025-03-19 19:56:16+00:00,2025-03-20 02:56:16+00:00,7.0,24,True
JIRA-0662,Task,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-25 02:11:09+00:00,2025-09-27 18:11:09+00:00,46.0,72,True
JIRA-0663,Task,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-03 10:13:41+00:00,2026-01-04 19:13:41+00:00,0.0,120,True
JIRA-0665,Task,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-08 06:51:01+00:00,2025-02-11 06:51:01+00:00,30.0,72,True
JIRA-0666,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-24 09:21:13+00:00,2025-08-24 22:21:13+00:00,0.0,24,True
JIRA-0667,Story,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-27 01:26:03+00:00,2025-06-29 11:26:03+00:00,23.0,120,True
JIRA-0668,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-09-07 05:25:08+00:00,2025-09-09 03:25:08+00:00,27.0,72,True
JIRA-0670,Bug,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-10-18 10:11:29+00:00,2025-10-20 00:11:29+00:00,0.0,120,True
JIRA-0671,Story,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-29 15:20:55+00:00,2026-01-30 07:20:55+00:00,16.0,24,True
JIRA-0674,Story,Done,High,u004,Francinne,francinne@fasttrack.com,2025-12-27 13:39:33+00:00,2025-12-28 09:39:33+00:00,0.0,24,True
JIRA-0675,Story,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-07-07 22:03:10+00:00,2025-07-08 13:03:10+00:00,15.0,24,True
JIRA-0677,Bug,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-20 21:46:13+00:00,2025-07-21 20:46:13+00:00,20.0,72,True
JIRA-0679,Story,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-07-29 00:04:53+00:00,2025-07-30 00:04:53+00:00,24.0,24,True
JIRA-0680,Story,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-01-07 21:52:13+00:00,2025-01-08 16:52:13+00:00,19.0,24,True
JIRA-0681,Story,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-07 13:46:31+00:00,2025-01-08 00:46:31+00:00,11.0,24,True
JIRA-0682,Task,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-08-02 21:25:42+00:00,2025-08-05 15:25:42+00:00,39.0,72,True
JIRA-0683,Story,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-12-29 11:52:53+00:00,2025-12-31 13:52:53+00:00,50.0,72,True
JIRA-0684,Story,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-06 16:58:07+00:00,2025-01-09 21:58:07+00:00,77.0,72,False
JIRA-0685,Task,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-08 13:28:44+00:00,2025-08-12 17:28:44+00:00,52.0,120,True
JIRA-0686,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-03 18:01:16+00:00,2025-08-04 18:01:16+00:00,18.0,24,True
JIRA-0687,Story,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-21 01:52:12+00:00,2025-08-22 13:52:12+00:00,36.0,72,True
JIRA-0688,Story,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-10 20:56:26+00:00,2025-11-11 21:56:26+00:00,25.0,24,False
JIRA-0689,Task,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2026-01-22 07:42:05+00:00,2026-01-22 20:42:05+00:00,13.0,24,True
JIRA-0690,Bug,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-01-28 10:23:38+00:00,2025-02-01 00:23:38+00:00,86.0,72,False
JIRA-0691,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-06-22 17:09:01+00:00,2025-06-26 01:09:01+00:00,73.0,72,False
JIRA-0692,Bug,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-05-13 00:46:51+00:00,2025-05-17 00:46:51+00:00,96.0,72,False
JIRA-0694,Bug,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-23 04:38:29+00:00,2025-05-27 17:38:29+00:00,61.0,120,True
JIRA-0695,Task,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-27 12:29:03+00:00,2025-08-30 05:29:03+00:00,60.0,72,True
JIRA-0696,Bug,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-12-27 05:07:28+00:00,2025-12-28 08:07:28+00:00,0.0,72,True
JIRA-0697,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-25 07:33:27+00:00,2025-03-03 07:33:27+00:00,89.0,120,True
JIRA-0698,Task,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-24 10:49:47+00:00,2025-10-25 06:49:47+00:00,14.0,24,True
JIRA-0699,Task,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-04-28 02:42:50+00:00,2025-04-28 10:42:50+00:00,8.0,24,True
JIRA-0700,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-12-22 09:44:59+00:00,2025-12-23 15:44:59+00:00,30.0,72,True
JIRA-0701,Task,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-14 17:09:56+00:00,2026-01-15 07:09:56+00:00,14.0,24,True
JIRA-0703,Bug,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-04 01:26:40+00:00,2025-05-04 20:26:40+00:00,0.0,24,True
JIRA-0704,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-11-30 12:46:38+00:00,2025-12-05 19:46:38+00:00,115.0,120,True
JIRA-0706,Story,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-29 00:36:26+00:00,2025-05-29 14:36:26+00:00,14.0,72,True
JIRA-0707,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-09-25 11:08:42+00:00,2025-09-29 18:08:42+00:00,55.0,120,True
JIRA-0708,Bug,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-26 18:23:56+00:00,2025-08-28 03:23:56+00:00,33.0,72,True
JIRA-0709,Story,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-12-21 03:04:56+00:00,2025-12-24 09:04:56+00:00,57.0,72,True
JIRA-0710,Task,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-04-14 22:00:56+00:00,2025-04-17 05:00:56+00:00,55.0,72,True
JIRA-0712,Story,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-04-12 21:51:10+00:00,2025-04-13 07:51:10+00:00,0.0,24,True
JIRA-0714,Story,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-02-07 17:43:35+00:00,2025-02-09 05:43:35+00:00,7.0,120,True
JIRA-0717,Story,Done,High,u004,Francinne,francinne@fasttrack.com,2025-01-08 05:26:57+00:00,2025-01-08 18:26:57+00:00,13.0,24,True
JIRA-0718,Story,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-07-29 16:44:19+00:00,2025-07-30 15:44:19+00:00,23.0,24,True
JIRA-0719,Bug,Done,High,u005,Adyna,adyna@fasttrack.com,2025-03-23 11:44:35+00:00,2025-03-24 07:44:35+00:00,7.0,24,True
JIRA-0722,Story,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-18 09:44:43+00:00,2025-08-19 17:44:43+00:00,32.0,72,True
JIRA-0723,Bug,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-09 08:13:31+00:00,2026-01-11 14:13:31+00:00,16.0,72,True
JIRA-0724,Story,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-03-27 18:34:53+00:00,2025-03-29 00:34:53+00:00,30.0,24,False
JIRA-0726,Task,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-07-18 18:10:28+00:00,2025-07-22 05:10:28+00:00,35.0,120,True
JIRA-0727,Task,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-03-19 12:34:22+00:00,2025-03-20 22:34:22+00:00,34.0,72,True
JIRA-0728,Bug,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-31 21:16:58+00:00,2025-09-03 15:16:58+00:00,63.0,72,True
JIRA-0730,Task,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-28 09:38:58+00:00,2025-07-29 08:38:58+00:00,23.0,72,True
JIRA-0732,Bug,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-07 11:07:59+00:00,2026-01-10 04:07:59+00:00,61.0,72,True
JIRA-0733,Task,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-02-15 13:14:52+00:00,2025-02-15 22:14:52+00:00,0.0,24,True
JIRA-0734,Task,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-12-07 07:56:48+00:00,2025-12-10 05:56:48+00:00,53.0,120,True
JIRA-0735,Bug,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-04-12 11:35:30+00:00,2025-04-15 12:35:30+00:00,36.0,72,True
JIRA-0736,Bug,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-19 04:40:10+00:00,2025-02-21 01:40:10+00:00,45.0,72,True
JIRA-0737,Story,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-06-23 23:22:53+00:00,2025-06-28 13:22:53+00:00,97.0,120,True
JIRA-0738,Task,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-15 23:26:31+00:00,2025-03-21 13:26:31+00:00,109.0,120,True
JIRA-0739,Story,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-10-26 22:37:12+00:00,2025-10-28 05:37:12+00:00,29.0,72,True
JIRA-0741,Bug,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-28 03:35:21+00:00,2025-03-03 05:35:21+00:00,21.0,72,True
JIRA-0742,Story,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-09 02:36:19+00:00,2025-02-12 06:36:19+00:00,54.0,72,True
JIRA-0743,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-07-02 12:43:03+00:00,2025-07-04 08:43:03+00:00,44.0,120,True
JIRA-0744,Bug,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2026-01-23 03:53:45+00:00,2026-01-28 21:53:45+00:00,90.0,120,True
JIRA-0745,Task,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-01-14 19:14:26+00:00,2025-01-15 20:14:26+00:00,25.0,72,True
JIRA-0746,Story,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-01-01 03:09:49+00:00,2025-01-02 09:09:49+00:00,9.0,24,True
JIRA-0747,Task,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2026-01-30 20:06:08+00:00,2026-02-03 00:06:08+00:00,28.0,120,True
JIRA-0748,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-23 03:29:41+00:00,2025-06-26 01:29:41+00:00,70.0,72,True
JIRA-0749,Bug,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-10-10 04:18:04+00:00,2025-10-15 23:18:04+00:00,91.0,120,True
JIRA-0750,Story,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-23 03:21:28+00:00,2025-09-27 21:21:28+00:00,93.0,120,True
JIRA-0751,Task,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-24 13:59:24+00:00,2025-03-26 00:59:24+00:00,35.0,120,True
JIRA-0752,Story,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-14 20:14:29+00:00,2025-11-15 03:14:29+00:00,4.0,24,True
JIRA-0754,Bug,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-03-25 16:53:56+00:00,2025-03-26 20:53:56+00:00,28.0,24,False
JIRA-0755,Story,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-04-06 16:58:19+00:00,2025-04-12 11:58:19+00:00,120.0,120,True
JIRA-0756,Story,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-04-15 13:47:49+00:00,2025-04-21 20:47:49+00:00,59.0,120,True
JIRA-0758,Bug,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-05-18 15:17:34+00:00,2025-05-21 11:17:34+00:00,59.0,120,True
JIRA-0759,Task,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-09-07 23:36:09+00:00,2025-09-11 03:36:09+00:00,75.0,72,False
JIRA-0760,Task,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-07-12 19:30:23+00:00,2025-07-16 17:30:23+00:00,65.0,120,True
JIRA-0761,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-04-14 14:13:52+00:00,2025-04-15 19:13:52+00:00,29.0,72,True
JIRA-0762,Story,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-08-21 04:08:40+00:00,2025-08-25 12:08:40+00:00,56.0,120,True
JIRA-0763,Story,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-14 16:47:39+00:00,2025-08-15 17:47:39+00:00,25.0,24,False
JIRA-0764,Story,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-05-19 02:40:08+00:00,2025-05-19 22:40:08+00:00,20.0,24,True
JIRA-0765,Task,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-03-31 15:18:35+00:00,2025-04-05 09:18:35+00:00,105.0,120,True
JIRA-0766,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-21 06:21:09+00:00,2025-11-27 22:21:09+00:00,112.0,120,True
JIRA-0767,Bug,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-01-20 15:06:24+00:00,2025-01-21 07:06:24+00:00,16.0,24,True
JIRA-0769,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-18 04:22:32+00:00,2025-02-22 07:22:32+00:00,92.0,120,True
JIRA-0770,Story,Done,High,u005,Adyna,adyna@fasttrack.com,2025-12-18 12:58:23+00:00,2025-12-18 19:58:23+00:00,7.0,24,True
JIRA-0771,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-06-24 05:23:33+00:00,2025-06-29 08:23:33+00:00,91.0,120,True
JIRA-0772,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-02-06 11:46:06+00:00,2025-02-11 12:46:06+00:00,73.0,120,True
JIRA-0773,Bug,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-11 18:56:44+00:00,2025-02-12 21:56:44+00:00,27.0,120,True
JIRA-0774,Story,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-12-11 03:18:31+00:00,2025-12-14 12:18:31+00:00,45.0,120,True
JIRA-0775,Task,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-02 14:26:56+00:00,2025-06-05 15:26:56+00:00,73.0,120,True
JIRA-0776,Story,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-27 20:12:09+00:00,2025-02-28 05:12:09+00:00,9.0,24,True
JIRA-0778,Task,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-05 23:55:52+00:00,2025-05-09 16:55:52+00:00,89.0,120,True
JIRA-0779,Task,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-05-01 05:47:14+00:00,2025-05-01 22:47:14+00:00,0.0,72,True
JIRA-0781,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-09-04 21:19:16+00:00,2025-09-11 11:19:16+00:00,110.0,120,True
JIRA-0783,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-13 09:59:21+00:00,2025-03-18 02:59:21+00:00,65.0,120,True
JIRA-0784,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-10-08 05:45:32+00:00,2025-10-12 08:45:32+00:00,67.0,120,True
JIRA-0785,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-07 20:06:46+00:00,2025-01-10 01:06:46+00:00,53.0,120,True
JIRA-0786,Task,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-09 09:16:03+00:00,2025-07-09 14:16:03+00:00,0.0,24,True
JIRA-0787,Task,Done,High,u005,Adyna,adyna@fasttrack.com,2025-08-08 16:18:52+00:00,2025-08-08 20:18:52+00:00,4.0,24,True
JIRA-0788,Task,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-12-13 01:46:57+00:00,2025-12-19 05:46:57+00:00,101.0,120,True
JIRA-0790,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-20 20:28:59+00:00,2025-02-24 01:28:59+00:00,29.0,120,True
JIRA-0791,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-06-09 16:16:51+00:00,2025-06-13 00:16:51+00:00,80.0,72,False
JIRA-0792,Story,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-04-30 10:11:35+00:00,2025-04-30 14:11:35+00:00,4.0,24,True
JIRA-0794,Task,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-06-26 19:37:19+00:00,2025-06-28 16:37:19+00:00,29.0,72,True
JIRA-0795,Task,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-12-03 08:10:18+00:00,2025-12-05 12:10:18+00:00,52.0,72,True
JIRA-0797,Bug,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-02-26 09:09:55+00:00,2025-03-03 04:09:55+00:00,63.0,120,True
JIRA-0798,Task,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-23 01:35:03+00:00,2025-08-26 18:35:03+00:00,42.0,72,True
JIRA-0799,Story,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-01-24 22:30:38+00:00,2025-01-27 22:30:38+00:00,24.0,72,True
JIRA-0803,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-08 02:52:46+00:00,2025-03-12 08:52:46+00:00,56.0,120,True
JIRA-0804,Story,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-09-25 01:51:33+00:00,2025-09-28 07:51:33+00:00,47.0,120,True
JIRA-0807,Task,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-02-26 19:30:49+00:00,2025-03-02 21:30:49+00:00,53.0,120,True
JIRA-0809,Story,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-02 04:00:33+00:00,2025-07-02 11:00:33+00:00,7.0,24,True
JIRA-0810,Task,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-09-04 19:57:33+00:00,2025-09-05 14:57:33+00:00,19.0,24,True
JIRA-0811,Task,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-04-29 08:50:52+00:00,2025-05-04 05:50:52+00:00,64.0,120,True
JIRA-0813,Story,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-03 21:41:09+00:00,2025-08-08 17:41:09+00:00,113.0,120,True
JIRA-0814,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2026-01-08 18:59:25+00:00,2026-01-14 16:59:25+00:00,94.0,120,True
